name,artist,year,bpm,energy,dance,dB,liveness,valence,duration,acousticness,speechiness ,pop,genre,mood
Holocene,Bon Iver,2011,148,30,37,-15,13,15,337,94,3,59,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",Sad
I Don't Feel Like Dancin',Scissor Sisters,2006,108,92,71,-3,34,83,288,2,3,59,"dance pop, dance rock",Happy
I Would Like,Zara Larsson,2017,121,71,49,-4,8,30,227,9,5,59,"pop, scandipop, swedish electropop, swedish pop",Angry
In the Morning,The Coral,2005,126,78,64,-6,6,97,153,3,3,59,britpop,Happy
Kota,Dere,2020,135,28,65,-9,10,16,198,57,3,59,indonesian pop,Sad
Lay It All on Me (feat. Ed Sheeran),Rudimental,2015,123,75,67,-7,19,48,242,14,4,59,"pop dance, uk dance, uk funky",Angry
Look Right Through - MK Vocal Edit,Storm Queen,2013,120,82,83,-8,26,51,148,0,8,59,deep disco house,Happy
Move Your Body - Gabry Ponte Original Radio Edit,Eiffel 65,1999,130,96,75,-10,53,96,269,8,3,59,"eurodance, europop, italian adult pop, italo dance",Happy
No More,Ruff Endz,2000,97,64,84,-6,6,93,243,3,9,59,"contemporary r&b, r&b",Happy
Only U - No Intro,Ashanti,2004,95,62,60,-6,19,28,186,4,4,59,"dance pop, hip pop, r&b, urban contemporary",Angry
Outta My System (feat. T-Pain & Johntï¿½ï¿½ Aus,Bow Wow,2006,84,59,77,-7,10,74,238,9,18,59,"dance pop, dirty south rap, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Happy
Propane Nightmares,Pendulum,2008,174,97,36,-4,19,22,313,0,8,59,"australian dance, dancefloor dnb, drum and bass",Angry
Put That Woman First,Jaheim,2002,79,54,65,-9,18,51,246,49,13,59,"contemporary r&b, new jack swing, r&b, urban contemporary",Happy
Say It,Flume,2016,75,53,60,-7,6,26,263,7,3,59,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",Angry
Shine,Years & Years,2015,108,72,67,-5,10,49,256,19,3,59,"dance pop, gauze pop, pop, pop dance, uk pop",Angry
Suffocate - Superclean,J. Holiday,2007,83,45,46,-8,12,45,220,64,36,59,"contemporary r&b, hip pop, r&b, southern hip hop, urban contemporary",Sad
Talk Dirty (feat. 2 Chainz),Jason Derulo,2013,100,65,76,-7,31,76,178,3,23,59,"dance pop, pop",Happy
Tears (feat. Louisa Johnson),Clean Bandit,2016,130,77,61,-4,16,30,226,4,4,59,"pop, uk dance, uk funky",Angry
Touch It,Busta Rhymes,2006,138,55,66,-7,20,44,215,0,37,59,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",Angry
Until The End Of Time,2Pac,2001,97,71,76,-7,20,38,267,3,20,59,"g funk, gangster rap, hip hop, rap, west coast rap",Angry
Wait (The Whisper Song),Ying Yang Twins,2005,102,51,93,-13,11,60,179,0,35,59,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",Happy
When You Look At Me - Radio Edit,Christina Milian,2001,109,84,96,-3,10,83,223,9,13,59,"dance pop, hip pop, r&b, urban contemporary",Happy
Where I Wanna Be,Donell Jones,1999,102,40,66,-9,27,45,254,52,3,59,"contemporary r&b, r&b, urban contemporary",Sad
Wifey,Next,2004,100,65,83,-9,8,73,243,7,11,59,"boy band, contemporary r&b, minneapolis sound, new jack swing, r&b, urban contemporary",Happy
With Arms Wide Open,Creed,2020,139,53,42,-8,18,13,278,0,3,59,"alternative metal, nu metal, post grunge",Angry
AM To PM,Christina Milian,2001,105,87,87,-3,84,82,231,15,12,58,"dance pop, hip pop, r&b, urban contemporary",Happy
Ayo Technology,Milow,2009,128,66,78,-8,10,75,214,65,3,58,"belgian pop, belgian rock, belgian singer songwriter",Happy
Bailando - English Version,Enrique Iglesias,2014,91,85,72,-4,7,96,243,8,10,58,"dance pop, latin pop, mexican pop",Happy
Beat Again - Radio Edit,JLS,2009,120,92,88,-6,7,97,199,2,7,58,"boy band, talent show",Happy
Black & Gold - Radio Edit,Sam Sparro,2008,136,70,38,-6,11,42,212,0,8,58,"australian dance, funktronica",Angry
Blurred Lines,Robin Thicke,2013,120,50,86,-8,8,88,263,0,5,58,"dance pop, neo soul, pop rap, r&b, urban contemporary",Happy
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,Flo Rida,2010,128,88,62,-3,19,53,233,2,3,58,"dance pop, miami hip hop, pop, pop rap",Happy
Damaged,Danity Kane,2008,120,65,77,-5,15,82,244,9,5,58,"dance pop, girl group, hip pop, r&b, urban contemporary",Happy
Green Light (feat. Andrï¿½ï¿½ 3,John Legend,2008,78,88,62,-6,22,76,284,9,12,58,"neo soul, pop, pop soul, urban contemporary",Happy
Hot Right Now (feat. RITA ORA) - Radio Edit,DJ Fresh,2012,175,97,52,-2,22,48,182,1,4,58,"dancefloor dnb, drum and bass, uk dance",Angry
Knock You Down,Keri Hilson,2009,155,88,59,-5,17,65,326,1,16,58,"dance pop, hip pop, r&b, urban contemporary",Happy
Like You'll Never See Me Again,Alicia Keys,2007,128,66,56,-8,10,27,315,17,3,58,"neo soul, pop, r&b",Angry
Love at First Sight,Kylie Minogue,2001,125,77,60,-6,5,48,238,3,4,58,"australian dance, australian pop, dance pop, eurodance, new wave pop",Angry
LoveStoned / I Think She Knows (Interlude),Justin Timberlake,2006,121,68,86,-6,21,85,444,34,5,58,"dance pop, pop",Happy
Million Voices - Radio Edit,Otto Knows,2019,126,90,58,-6,7,8,193,0,4,58,"dutch house, edm, electro house, pop dance, progressive electro house",Angry
Mungkin Hari Ini Esok Atau Nanti,Anneth,2020,124,40,51,-9,7,16,231,81,4,58,indonesian pop,Sad
No More Drama,Mary J. Blige,2001,98,84,65,-7,8,64,326,53,12,58,"dance pop, hip pop, neo soul, r&b, urban contemporary",Happy
Objection (Tango),Shakira,2001,179,86,60,-5,2,71,223,1,7,58,"colombian pop, dance pop, latin pop, pop",Happy
Once In a While,Timeflies,2016,105,69,79,-6,62,35,215,1,14,58,indie pop rap,Angry
One Minute Man (feat. Ludacris),Missy Elliott,2001,94,67,62,-8,15,57,253,3,33,58,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",Happy
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Busta Rhymes,2001,90,79,70,-5,6,56,239,8,32,58,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",Happy
Play,Jennifer Lopez,2001,105,73,78,-4,4,90,211,3,16,58,"dance pop, pop, urban contemporary",Happy
Read Your Mind,Avant,2003,73,38,76,-7,10,70,264,29,7,58,"contemporary r&b, r&b, urban contemporary",Calm
Silhouettes - Original Radio Edit,Avicii,2012,128,80,61,-6,12,84,212,16,5,58,"dance pop, edm, pop, pop dance",Happy
Spinning Around,Kylie Minogue,2000,120,66,76,-8,10,63,208,29,5,58,"australian dance, australian pop, dance pop, eurodance, new wave pop",Happy
Stutter (feat. Mystikal) - Double Take Remix,Joe,2000,90,76,77,-7,31,68,213,5,12,58,"contemporary r&b, r&b, urban contemporary",Happy
Take Your Mama,Scissor Sisters,2004,154,96,76,-5,5,91,272,22,11,58,"dance pop, dance rock",Happy
pop,soul,2016,119,94,68,-4,4,71,217,0,4,58,"contemporary r&b, neo soul, r&b, urban contemporary",Happy
Too Lost In You,Sugababes,2003,98,71,59,-5,15,46,238,5,3,58,"dance pop, europop, girl group, talent show",Angry
Ass Like That,Eminem,2004,83,80,65,-6,11,68,265,41,37,57,"detroit hip hop, hip hop, rap",Happy
Clumsy,Fergie,2006,184,56,73,-4,30,45,240,19,13,57,"dance pop, pop",Angry
Commander,Kelly Rowland,2011,125,88,40,-4,36,57,218,2,14,57,"atl hip hop, dance pop, hip pop, r&b, urban contemporary",Happy
Damn! (feat. Lil' Jon) - Club Mix,Youngbloodz,2003,84,72,77,-6,36,52,299,1,31,57,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop",Happy
Day 'N' Nite,Kid Cudi,2009,130,74,78,-6,9,97,162,14,6,57,"hip hop, ohio hip hop, pop rap, rap",Happy
Do You Know? (The Ping Pong Song),Enrique Iglesias,2007,115,77,76,-4,3,69,218,5,5,57,"dance pop, latin pop, mexican pop",Happy
Hello,Martin Solveig,2011,128,93,67,-4,5,46,281,3,3,57,"disco house, edm, electro house, filter house, house, pop dance, vocal house",Angry
Hey Porsche,Nelly,2013,116,80,73,-5,70,95,209,14,3,57,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Happy
Hole In The Head,Sugababes,2003,125,93,79,-5,14,96,218,3,3,57,"dance pop, europop, girl group, talent show",Happy
I Wish,Carl Thomas,2000,90,67,74,-5,11,22,227,6,3,57,"contemporary r&b, r&b, urban contemporary",Angry
Let's Get Married,Jagged Edge,2000,110,63,76,-6,13,89,263,18,5,57,"atl hip hop, contemporary r&b, r&b, urban contemporary",Happy
pop,P!nk,2000,98,73,74,-6,10,69,299,4,3,57,venezuelan hip hop,Happy
No More (Baby I'ma Do Right),3LW,2000,89,72,72,-7,7,76,263,10,6,57,"contemporary r&b, girl group, hip pop, r&b, urban contemporary",Happy
Not a Bad Thing,Justin Timberlake,2013,86,56,31,-9,13,11,688,53,7,57,"dance pop, pop",Angry
Separated,Avant,2000,108,48,80,-6,24,64,256,25,3,57,"contemporary r&b, r&b, urban contemporary",Calm
She Wants To Move,N.E.R.D,2004,115,85,77,-5,26,80,214,0,8,57,"hip hop, virginia hip hop",Happy
soul,Jeezy,2005,84,49,68,-8,16,8,280,0,5,57,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap",Sad
The Time Is Now,Moloko,2000,128,74,68,-11,28,55,318,35,17,57,"electronica, trip hop",Happy
Beautiful People,Chris Brown,2019,128,78,42,-6,8,54,226,7,16,56,"r&b, rap",Happy
Best I Ever Had,Drake,2010,162,89,43,-3,19,61,259,10,33,56,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
Bromance - Avicii's Radio Edit,Tim Berg,2010,126,80,68,-9,15,4,219,20,4,56,"edm, electro house, pop dance, progressive electro house",Angry
Cookie Jar (feat. The-Dream),Gym Class Heroes,2008,113,67,69,-4,74,42,216,3,3,56,"dance pop, pop rap",Angry
Don't Think I'm Not,Kandi,2000,134,62,86,-8,4,43,244,7,4,56,"contemporary r&b, hip pop, r&b",Angry
Grillz,Nelly,2005,83,50,87,-8,31,84,271,4,24,56,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Happy
He Can't Love U,Jagged Edge,2000,126,84,72,-4,24,51,244,11,21,56,"atl hip hop, contemporary r&b, r&b, urban contemporary",Happy
Heart Attack,Trey Songz,2012,150,86,61,-5,23,48,233,6,13,56,"dance pop, r&b, southern hip hop, trap, urban contemporary",Angry
I Love You,Faith Evans,2001,168,76,49,-4,23,57,267,1,9,56,"contemporary r&b, hip pop, r&b, urban contemporary",Happy
Juicy,Doja Cat,2019,170,66,79,-3,7,46,202,9,7,56,"dance pop, pop",Angry
Love You Like A Love Song,Selena Gomez & The Scene,2014,117,68,86,-4,8,92,188,8,5,56,pop,Happy
house,house,2010,125,93,74,-6,40,66,206,0,7,56,"art pop, baltimore indie, dream pop, dreamo, indie pop, indie rock, indietronica, modern dream pop, pov: indie",Happy
Romeo,Basement Jaxx,2001,127,84,70,-4,14,84,217,1,5,56,"alternative dance, big beat, electronica, filter house",Happy
Say Aah (feat. Fabolous),Trey Songz,2009,93,87,72,-4,83,81,208,0,11,56,"dance pop, r&b, southern hip hop, trap, urban contemporary",Happy
We Come 1 - Radio Edit,Faithless,2015,136,90,65,-11,15,61,222,0,4,56,"big beat, downtempo, electronica, trip hop",Happy
A Woman's Worth,Alicia Keys,2001,75,41,65,-8,6,50,303,33,16,55,"neo soul, pop, r&b",Calm
All I Do Is Win (feat. T-Pain & Ludacris & Snoop Dogg & Rick Ross),DJ Khaled,2010,150,78,54,-4,16,28,233,1,19,55,"hip hop, miami hip hop, pop rap, rap",Angry
Chameleon,PNAU,2017,120,94,71,-3,34,23,198,0,4,55,"alternative dance, aussietronica, australian dance, australian electropop",Angry
Cold as Ice,M.O.P.,2000,86,88,66,-5,29,76,244,4,14,55,"east coast hip hop, hardcore hip hop",Happy
Collide,Howie Day,2003,94,63,64,-8,12,34,249,22,3,55,"acoustic pop, neo mellow, pop rock",Angry
Dip It Low,Christina Milian,2004,169,72,75,-4,8,61,197,1,10,55,"dance pop, hip pop, r&b, urban contemporary",Happy
Dirt Off Your Shoulder,JAY-Z,2003,164,66,78,-7,34,65,245,3,32,55,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Happy
Gold,Kiiara,2015,113,41,60,-9,13,41,226,62,34,55,"alt z, electropop",Sad
History,Olivia Holt,2016,101,63,77,-7,12,54,204,10,5,55,post teen pop,Happy
If It Ain't Love,Jason Derulo,2016,129,84,50,-5,34,78,203,5,32,55,"dance pop, pop",Happy
Love Me Now,John Legend,2016,123,77,42,-4,11,72,210,57,9,55,"neo soul, pop, pop soul, urban contemporary",Happy
MALAMENTE - Cap.1: Augurio,ROSALï¿½,2018,98,48,90,-5,7,52,149,56,9,55,"pop, r&b en espanol",Calm
Move Bitch,Ludacris,2002,178,75,78,-6,10,19,272,25,13,55,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Angry
One Call Away,Charlie Puth,2015,91,62,67,-5,11,45,192,42,4,55,"pop, viral pop",Angry
Pass Out,Tinie Tempah,2010,91,89,69,-3,14,53,268,3,30,55,"dance pop, grime, pop rap",Happy
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,2014,97,68,73,-6,21,70,227,7,4,55,"dance pop, hip pop, r&b, rap, southern hip hop, trap, urban contemporary",Happy
Proper Education - Radio Edit,Eric Prydz,2007,125,94,54,-5,9,32,199,0,5,55,"edm, electro house, house, pop dance, progressive house",Angry
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,Nelly,2016,87,81,53,-5,17,91,294,18,30,55,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Happy
Some Cut,Trillville,2004,85,52,90,-7,11,66,283,0,37,55,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop",Happy
Southern Hospitality (Featuring Pharrell),Ludacris,2000,95,90,62,-5,9,61,301,4,25,55,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Happy
Work,Iggy Azalea,2014,140,80,70,-5,41,49,223,6,14,55,"australian hip hop, dance pop, pop",Angry
Bed Of Lies,Nicki Minaj,2014,86,67,72,-6,11,12,270,25,19,54,"hip pop, pop, queens hip hop, rap",Angry
Dry Your Eyes,The Streets,2004,80,47,68,-8,9,45,271,56,24,54,"birmingham hip hop, uk garage",Sad
Full Moon,Brandy,2002,106,65,61,-5,9,61,249,37,14,54,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",Happy
Heroes (we could be),Alesso,2014,126,75,52,-4,24,35,210,4,6,54,"dance pop, edm, pop, pop dance, progressive electro house",Angry
I Will Wait,Mumford & Sons,2012,131,77,49,-5,20,39,277,1,3,54,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",Angry
Karma,Alicia Keys,2003,85,74,73,-6,3,69,256,7,6,54,"neo soul, pop, r&b",Happy
Luv U Better,LL COOL J,2002,95,81,67,-4,30,71,287,24,24,54,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",Happy
Play,David Banner,2005,95,66,84,-8,24,59,230,0,13,54,"conscious hip hop, crunk, dirty south rap, mississippi hip hop, southern hip hop",Happy
Push The Button,Sugababes,2005,126,66,96,-5,7,79,218,5,6,54,"dance pop, europop, girl group, talent show",Happy
Ride Wit Me,Nelly,2009,102,71,85,-7,25,73,292,6,5,54,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Happy
Signs,Snoop Dogg,2004,113,71,94,-5,33,67,237,3,13,54,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",Happy
Starving,Hailee Steinfeld,2023,100,61,67,-4,10,50,182,41,10,54,pop,Happy
Starz In Their Eyes,Just Jack,2006,124,80,67,-7,47,66,296,0,7,54,uk alternative pop,Happy
The Fear,Lily Allen,2009,134,85,66,-7,11,52,207,42,4,54,"dance pop, electropop",Happy
The Whole World (feat. Killer Mike),Outkast,2001,185,85,81,-6,3,72,295,10,40,54,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",Happy
Trumpets,Jason Derulo,2013,82,70,63,-5,10,64,217,56,24,54,"dance pop, pop",Happy
Who Says,Selena Gomez & The Scene,2014,101,92,68,-3,15,73,195,6,5,54,pop,Happy
1 Thing,Amerie,2008,125,95,64,-5,4,89,239,12,33,53,"contemporary r&b, hip pop, neo soul, r&b, urban contemporary",Happy
Break Up,Mario,2009,74,52,44,-7,17,48,249,43,36,53,"dance pop, r&b, southern hip hop, urban contemporary",Angry
Come to Me (feat. Nicole Scherzinger),Diddy,2006,97,49,82,-6,66,39,277,2,8,53,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap",Sad
Cooler Than Me - Single Mix,Mike Posner,2010,130,82,77,-5,36,62,215,17,5,53,"dance pop, pop, pop dance, pop rap",Happy
I'm In Control,AlunaGeorge,2016,104,84,73,-4,13,71,209,36,3,53,"electropop, house, uk dance",Happy
Love Generation - Radio Edit,Bob Sinclar,2005,128,81,72,-6,4,55,208,18,6,53,"disco house, filter house",Happy
The Jump Off (feat. Mr. Cheeks) - Remix,Lil' Kim,2003,105,75,85,-9,6,94,235,18,34,53,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",Happy
White Flag,Dido,2003,170,53,51,-7,8,29,240,33,4,53,"dance pop, europop, lilith, neo mellow, pop rock",Angry
4 My People (feat. Eve),Missy Elliott,2001,121,70,97,-8,20,91,289,14,16,52,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",Happy
Boom Boom Pow,Black Eyed Peas,2011,130,86,87,-6,13,40,251,13,7,52,"dance pop, pop, pop rap",Angry
Mama,Jonas Blue,2017,104,79,74,-4,5,55,182,9,4,52,"pop, pop dance, tropical house, uk dance",Happy
Rain On Me,Ashanti,2003,84,70,61,-3,8,51,298,34,3,52,"dance pop, hip pop, r&b, urban contemporary",Happy
Runaway Love,Ludacris,2006,93,72,41,-7,25,82,281,33,28,52,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Happy
Show Me Love,Jenil,2021,126,94,66,-4,15,28,191,41,12,52,pinoy edm,Angry
Stole,Kelly Rowland,2002,80,72,65,-5,17,48,249,1,6,52,"atl hip hop, dance pop, hip pop, r&b, urban contemporary",Angry
The Other Side,Jason Derulo,2013,128,84,56,-4,14,52,227,5,10,52,"dance pop, pop",Happy
About You Now,Sugababes,2007,82,70,58,-6,49,59,212,0,4,51,"dance pop, europop, girl group, talent show",Happy
Close,Nick Jonas,2016,124,62,65,-5,14,40,234,25,8,51,"dance pop, pop",Angry
pop,*NSYNC,2001,94,81,75,-5,3,86,254,9,9,51,"boy band, dance pop, pop",Happy
Livin' It Up,Ja Rule,2001,106,77,87,-4,5,64,257,6,32,51,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",Happy
Papercuts (feat. Vera Blue),Illy,2016,192,62,37,-6,26,47,256,16,25,51,"australian hip hop, australian trap",Angry
Tired Of Being Sorry,Enrique Iglesias,2007,120,72,71,-6,30,62,241,6,3,51,"dance pop, latin pop, mexican pop",Happy
Walk It Out,Unk,2013,160,78,79,-4,20,71,173,10,8,51,"atl hip hop, dirty south rap",Happy
ýýý,David Bowie,2016,98,53,36,-9,18,12,598,21,3,50,"art rock, classic rock, glam rock, permanent wave, rock",Angry
Bossy,Kelis,2006,84,63,91,-5,6,78,274,0,19,50,"dance pop, hip pop, neo soul, urban contemporary",Happy
Faded,Tyga,2012,95,67,83,-8,35,34,207,1,19,50,"hip hop, pop rap, rap, trap",Angry
Get Low,pop,2002,101,60,78,-8,19,12,325,2,4,50,"dancehall, jamaican hip hop, reggae fusion, traphall",Angry
Like Toy Soldiers,Eminem,2004,79,77,52,-3,10,40,297,2,36,50,"detroit hip hop, hip hop, rap",Angry
Love,soul,2000,100,39,61,-10,6,33,305,36,4,50,"contemporary r&b, neo soul, r&b, urban contemporary",Sad
Magic Stick,Lil' Kim,2019,93,50,85,-8,27,50,360,12,27,50,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",Happy
Someone To Call My Lover,Janet Jackson,2001,128,91,74,-4,18,94,272,14,4,50,"dance pop, r&b, urban contemporary",Happy
Up Till Dawn (On The Move),Lucas & Steve,2017,118,73,64,-5,11,28,186,22,7,50,"dutch house, edm, electro house, pop dance, progressive electro house",Angry
All I Want - Sunship Radio Edit,Mis-Teeq,2004,134,92,80,-3,19,96,207,37,8,49,"girl group, uk garage",Happy
Angel,Amanda Perez,2003,144,54,64,-7,16,35,219,51,5,49,"hip pop, r&b, southern hip hop, urban contemporary",Angry
r&b,Brandy,2002,102,79,70,-5,7,56,272,1,3,49,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",Happy
Eyes On You - Radio Mix,Jay Sean,2004,97,67,80,-5,14,62,190,8,8,49,"dance pop, pop, pop rap, post teen pop",Happy
Good Luck,Basement Jaxx,2003,154,97,57,-3,59,31,282,7,17,49,"alternative dance, big beat, electronica, filter house",Angry
Gotta Get Thru This - D'N'D Radio Edit,Daniel Bedingfield,2002,134,76,84,-5,10,94,162,8,6,49,"europop, talent show",Happy
Higher,Taio Cruz,2010,128,91,53,-4,19,54,188,3,8,49,"dance pop, pop, pop rap",Happy
I Like It,Sammie,2000,130,66,83,-9,3,85,251,1,6,49,"hip pop, r&b, urban contemporary",Happy
Let's Get It Started - Spike Mix,Black Eyed Peas,2004,105,80,79,-2,29,80,218,12,13,49,"dance pop, pop, pop rap",Happy
Splash Waterfalls,Ludacris,2003,146,85,73,-6,23,70,291,10,41,49,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Happy
house,Tamia,2000,120,60,68,-5,15,21,285,10,3,49,"canadian pop, contemporary r&b, hip pop, r&b, urban contemporary",Angry
Sweet Dreams,Beyoncï¿,2008,122,83,69,-6,6,79,208,9,11,49,"pop, r&b",Happy
Uh Huh,B2K,2002,100,68,86,-5,6,91,223,9,7,49,"boy band, contemporary r&b, hip pop, r&b, urban contemporary",Happy
Down 4 U,Charli Baltimore,2002,83,59,64,-7,67,52,318,25,32,48,hip pop,Happy
Gone,*NSYNC,2001,114,40,70,-9,13,50,292,42,6,48,"boy band, dance pop, pop",Calm
1950,King Princess,2018,72,54,60,-7,16,27,225,65,11,72,"alt z, indie pop, nyc pop",Angry
